user_id,Total_Words,Correct_Answers,Incorrect_Answers,Correct_Precision (%),Incorrect_Precision (%),CP_Alive,IP_Alive,CP_Not Alive,IP_Not Alive,CP_ManMade,IP_ManMade,CP_Not ManMade,IP_Not ManMade
103,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
104,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,100.0,0.0,93.75,6.25,100.0,0.0
105,130,108,22,83.07692307692308,16.923076923076923,78.125,21.875,100.0,0.0,68.75,31.25,84.84848484848484,15.151515151515152
1012,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
1014,130,123,7,94.6153846153846,5.384615384615385,84.375,15.625,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
1015,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,96.96969696969697,3.0303030303030303,100.0,0.0,100.0,0.0
1017,130,127,3,97.6923076923077,2.307692307692308,100.0,0.0,96.96969696969697,3.0303030303030303,96.875,3.125,96.96969696969697,3.0303030303030303
1020,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
1023,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
1024,130,122,8,93.84615384615384,6.153846153846154,93.75,6.25,96.96969696969697,3.0303030303030303,96.875,3.125,87.87878787878788,12.121212121212121
1028,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
1033,130,125,5,96.15384615384616,3.8461538461538463,84.375,15.625,100.0,0.0,100.0,0.0,100.0,0.0
1035,130,123,7,94.6153846153846,5.384615384615385,96.875,3.125,100.0,0.0,90.625,9.375,90.9090909090909,9.090909090909092
1048,130,115,15,88.46153846153845,11.538461538461538,78.125,21.875,93.93939393939394,6.0606060606060606,90.625,9.375,90.9090909090909,9.090909090909092
1051,130,127,3,97.6923076923077,2.307692307692308,93.75,6.25,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
1054,130,122,8,93.84615384615384,6.153846153846154,93.75,6.25,100.0,0.0,90.625,9.375,90.9090909090909,9.090909090909092
1060,130,127,3,97.6923076923077,2.307692307692308,90.625,9.375,100.0,0.0,100.0,0.0,100.0,0.0
1062,130,122,8,93.84615384615384,6.153846153846154,84.375,15.625,100.0,0.0,96.875,3.125,93.93939393939394,6.0606060606060606
1063,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
1073,130,111,19,85.38461538461539,14.615384615384617,87.5,12.5,96.96969696969697,3.0303030303030303,87.5,12.5,69.6969696969697,30.303030303030305
1075,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,100.0,0.0,96.875,3.125,100.0,0.0
1081,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
1082,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
1085,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
1086,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,93.75,6.25,100.0,0.0
1088,130,119,11,91.53846153846152,8.461538461538462,90.625,9.375,96.96969696969697,3.0303030303030303,90.625,9.375,87.87878787878788,12.121212121212121
1091,130,99,31,76.15384615384615,23.846153846153847,65.625,34.375,96.96969696969697,3.0303030303030303,87.5,12.5,54.54545454545454,45.45454545454545
1095,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
1096,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,100.0,0.0,96.875,3.125,100.0,0.0
1098,130,126,4,96.92307692307692,3.076923076923077,96.875,3.125,100.0,0.0,96.875,3.125,93.93939393939394,6.0606060606060606
1099,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,96.96969696969697,3.0303030303030303,100.0,0.0,100.0,0.0
10104,130,126,4,96.92307692307692,3.076923076923077,96.875,3.125,100.0,0.0,96.875,3.125,93.93939393939394,6.0606060606060606
10105,130,123,7,94.6153846153846,5.384615384615385,96.875,3.125,96.96969696969697,3.0303030303030303,90.625,9.375,93.93939393939394,6.0606060606060606
10107,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10118,130,127,3,97.6923076923077,2.307692307692308,100.0,0.0,100.0,0.0,96.875,3.125,93.93939393939394,6.0606060606060606
10121,130,126,4,96.92307692307692,3.076923076923077,93.75,6.25,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10123,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,100.0,0.0,100.0,0.0,90.9090909090909,9.090909090909092
10125,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10127,130,120,10,92.3076923076923,7.6923076923076925,84.375,15.625,96.96969696969697,3.0303030303030303,93.75,6.25,93.93939393939394,6.0606060606060606
10131,130,118,12,90.76923076923076,9.230769230769232,75.0,25.0,100.0,0.0,96.875,3.125,90.9090909090909,9.090909090909092
10134,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10146,130,121,9,93.07692307692308,6.923076923076923,93.75,6.25,100.0,0.0,81.25,18.75,96.96969696969697,3.0303030303030303
10149,130,125,5,96.15384615384616,3.8461538461538463,96.875,3.125,96.96969696969697,3.0303030303030303,93.75,6.25,96.96969696969697,3.0303030303030303
10150,130,124,6,95.3846153846154,4.615384615384616,84.375,15.625,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10158,130,126,4,96.92307692307692,3.076923076923077,93.75,6.25,100.0,0.0,93.75,6.25,100.0,0.0
10159,130,123,7,94.6153846153846,5.384615384615385,90.625,9.375,100.0,0.0,96.875,3.125,90.9090909090909,9.090909090909092
10160,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,100.0,0.0,96.875,3.125,93.93939393939394,6.0606060606060606
10170,130,125,5,96.15384615384616,3.8461538461538463,96.875,3.125,96.96969696969697,3.0303030303030303,96.875,3.125,93.93939393939394,6.0606060606060606
10172,130,122,8,93.84615384615384,6.153846153846154,81.25,18.75,100.0,0.0,93.75,6.25,100.0,0.0
10173,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,100.0,0.0,93.75,6.25,96.96969696969697,3.0303030303030303
10175,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10176,130,126,4,96.92307692307692,3.076923076923077,90.625,9.375,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10177,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10181,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10182,130,127,3,97.6923076923077,2.307692307692308,100.0,0.0,100.0,0.0,93.75,6.25,96.96969696969697,3.0303030303030303
10183,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10184,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10188,130,127,3,97.6923076923077,2.307692307692308,93.75,6.25,100.0,0.0,96.875,3.125,100.0,0.0
10189,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10190,130,126,4,96.92307692307692,3.076923076923077,93.75,6.25,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10191,130,106,24,81.53846153846153,18.461538461538463,65.625,34.375,93.93939393939394,6.0606060606060606,87.5,12.5,78.78787878787878,21.21212121212121
10192,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10193,130,126,4,96.92307692307692,3.076923076923077,100.0,0.0,100.0,0.0,93.75,6.25,93.93939393939394,6.0606060606060606
10195,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10196,130,121,9,93.07692307692308,6.923076923076923,87.5,12.5,93.93939393939394,6.0606060606060606,90.625,9.375,100.0,0.0
10197,130,118,12,90.76923076923076,9.230769230769232,78.125,21.875,100.0,0.0,87.5,12.5,96.96969696969697,3.0303030303030303
10199,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10200,130,115,15,88.46153846153845,11.538461538461538,81.25,18.75,96.96969696969697,3.0303030303030303,96.875,3.125,78.78787878787878,21.21212121212121
10202,130,122,8,93.84615384615384,6.153846153846154,87.5,12.5,100.0,0.0,93.75,6.25,93.93939393939394,6.0606060606060606
10204,130,122,8,93.84615384615384,6.153846153846154,96.875,3.125,93.93939393939394,6.0606060606060606,96.875,3.125,87.87878787878788,12.121212121212121
10205,130,108,22,83.07692307692308,16.923076923076923,71.875,28.125,87.87878787878788,12.121212121212121,81.25,18.75,90.9090909090909,9.090909090909092
10206,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,96.96969696969697,3.0303030303030303,96.875,3.125,100.0,0.0
10207,130,126,4,96.92307692307692,3.076923076923077,93.75,6.25,100.0,0.0,93.75,6.25,100.0,0.0
10210,130,110,20,84.61538461538461,15.384615384615383,78.125,21.875,90.9090909090909,9.090909090909092,81.25,18.75,87.87878787878788,12.121212121212121
10211,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10212,130,125,5,96.15384615384616,3.8461538461538463,87.5,12.5,100.0,0.0,96.875,3.125,100.0,0.0
10213,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10214,130,111,19,85.38461538461539,14.615384615384617,96.875,3.125,87.87878787878788,12.121212121212121,84.375,15.625,72.72727272727273,27.27272727272727
10216,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10217,130,124,6,95.3846153846154,4.615384615384616,90.625,9.375,96.96969696969697,3.0303030303030303,96.875,3.125,96.96969696969697,3.0303030303030303
10218,130,126,4,96.92307692307692,3.076923076923077,93.75,6.25,100.0,0.0,93.75,6.25,100.0,0.0
10237,130,126,4,96.92307692307692,3.076923076923077,96.875,3.125,100.0,0.0,93.75,6.25,96.96969696969697,3.0303030303030303
10239,130,111,19,85.38461538461539,14.615384615384617,81.25,18.75,93.93939393939394,6.0606060606060606,81.25,18.75,84.84848484848484,15.151515151515152
10257,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,100.0,0.0,93.75,6.25,96.96969696969697,3.0303030303030303
10263,130,127,3,97.6923076923077,2.307692307692308,93.75,6.25,100.0,0.0,96.875,3.125,100.0,0.0
10266,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,100.0,0.0,90.625,9.375,100.0,0.0
10267,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10268,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,96.96969696969697,3.0303030303030303,96.875,3.125,96.96969696969697,3.0303030303030303
10270,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10271,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10272,130,125,5,96.15384615384616,3.8461538461538463,87.5,12.5,96.96969696969697,3.0303030303030303,100.0,0.0,100.0,0.0
10273,130,121,9,93.07692307692308,6.923076923076923,84.375,15.625,100.0,0.0,93.75,6.25,93.93939393939394,6.0606060606060606
10274,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10275,130,127,3,97.6923076923077,2.307692307692308,100.0,0.0,93.93939393939394,6.0606060606060606,96.875,3.125,100.0,0.0
10276,130,118,12,90.76923076923076,9.230769230769232,81.25,18.75,100.0,0.0,96.875,3.125,84.84848484848484,15.151515151515152
10277,130,107,23,82.3076923076923,17.692307692307693,62.5,37.5,100.0,0.0,78.125,21.875,87.87878787878788,12.121212121212121
10278,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10280,130,120,10,92.3076923076923,7.6923076923076925,78.125,21.875,100.0,0.0,90.625,9.375,100.0,0.0
10281,130,121,9,93.07692307692308,6.923076923076923,81.25,18.75,100.0,0.0,96.875,3.125,93.93939393939394,6.0606060606060606
10282,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,100.0,0.0,96.875,3.125,100.0,0.0
10283,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10284,130,123,7,94.6153846153846,5.384615384615385,96.875,3.125,96.96969696969697,3.0303030303030303,93.75,6.25,90.9090909090909,9.090909090909092
10285,130,127,3,97.6923076923077,2.307692307692308,100.0,0.0,96.96969696969697,3.0303030303030303,93.75,6.25,100.0,0.0
10286,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10287,130,126,4,96.92307692307692,3.076923076923077,100.0,0.0,100.0,0.0,90.625,9.375,96.96969696969697,3.0303030303030303
10289,130,112,18,86.15384615384616,13.846153846153848,81.25,18.75,93.93939393939394,6.0606060606060606,90.625,9.375,78.78787878787878,21.21212121212121
10290,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10291,130,126,4,96.92307692307692,3.076923076923077,93.75,6.25,96.96969696969697,3.0303030303030303,96.875,3.125,100.0,0.0
10294,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10296,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,100.0,0.0,93.75,6.25,100.0,0.0
10300,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,100.0,0.0,96.875,3.125,100.0,0.0
10303,130,124,6,95.3846153846154,4.615384615384616,96.875,3.125,100.0,0.0,84.375,15.625,100.0,0.0
10305,130,126,4,96.92307692307692,3.076923076923077,93.75,6.25,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10314,130,126,4,96.92307692307692,3.076923076923077,90.625,9.375,100.0,0.0,96.875,3.125,100.0,0.0
10315,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10318,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10321,130,125,5,96.15384615384616,3.8461538461538463,96.875,3.125,100.0,0.0,87.5,12.5,100.0,0.0
10324,130,125,5,96.15384615384616,3.8461538461538463,96.875,3.125,96.96969696969697,3.0303030303030303,100.0,0.0,90.9090909090909,9.090909090909092
10326,130,120,10,92.3076923076923,7.6923076923076925,90.625,9.375,90.9090909090909,9.090909090909092,96.875,3.125,90.9090909090909,9.090909090909092
10328,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10330,130,127,3,97.6923076923077,2.307692307692308,90.625,9.375,100.0,0.0,100.0,0.0,100.0,0.0
10331,130,127,3,97.6923076923077,2.307692307692308,100.0,0.0,100.0,0.0,96.875,3.125,93.93939393939394,6.0606060606060606
10332,130,102,28,78.46153846153847,21.53846153846154,93.75,6.25,100.0,0.0,84.375,15.625,36.36363636363637,63.63636363636363
10334,130,123,7,94.6153846153846,5.384615384615385,84.375,15.625,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10335,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10337,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10338,130,115,15,88.46153846153845,11.538461538461538,84.375,15.625,87.87878787878788,12.121212121212121,93.75,6.25,87.87878787878788,12.121212121212121
10339,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,96.96969696969697,3.0303030303030303,96.875,3.125,100.0,0.0
10341,130,123,7,94.6153846153846,5.384615384615385,90.625,9.375,96.96969696969697,3.0303030303030303,93.75,6.25,96.96969696969697,3.0303030303030303
10342,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10343,130,116,14,89.23076923076924,10.76923076923077,81.25,18.75,93.93939393939394,6.0606060606060606,87.5,12.5,93.93939393939394,6.0606060606060606
10344,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10345,130,114,16,87.6923076923077,12.307692307692308,87.5,12.5,100.0,0.0,78.125,21.875,84.84848484848484,15.151515151515152
10346,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10348,130,123,7,94.6153846153846,5.384615384615385,90.625,9.375,100.0,0.0,96.875,3.125,90.9090909090909,9.090909090909092
10351,130,125,5,96.15384615384616,3.8461538461538463,96.875,3.125,96.96969696969697,3.0303030303030303,93.75,6.25,96.96969696969697,3.0303030303030303
10354,130,118,12,90.76923076923076,9.230769230769232,84.375,15.625,96.96969696969697,3.0303030303030303,93.75,6.25,87.87878787878788,12.121212121212121
10355,130,124,6,95.3846153846154,4.615384615384616,93.75,6.25,96.96969696969697,3.0303030303030303,96.875,3.125,93.93939393939394,6.0606060606060606
10356,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10357,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10358,130,127,3,97.6923076923077,2.307692307692308,90.625,9.375,100.0,0.0,100.0,0.0,100.0,0.0
10359,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,96.96969696969697,3.0303030303030303,96.875,3.125,96.96969696969697,3.0303030303030303
10360,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,96.96969696969697,3.0303030303030303,100.0,0.0,100.0,0.0
10361,130,127,3,97.6923076923077,2.307692307692308,100.0,0.0,100.0,0.0,93.75,6.25,96.96969696969697,3.0303030303030303
10362,130,125,5,96.15384615384616,3.8461538461538463,96.875,3.125,96.96969696969697,3.0303030303030303,96.875,3.125,93.93939393939394,6.0606060606060606
10363,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10364,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10365,260,241,19,92.6923076923077,7.307692307692308,90.625,9.375,96.96969696969697,3.0303030303030303,90.625,9.375,92.42424242424242,7.575757575757576
10366,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10367,130,122,8,93.84615384615384,6.153846153846154,81.25,18.75,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10368,130,127,3,97.6923076923077,2.307692307692308,100.0,0.0,96.96969696969697,3.0303030303030303,93.75,6.25,100.0,0.0
10369,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10370,130,126,4,96.92307692307692,3.076923076923077,96.875,3.125,100.0,0.0,90.625,9.375,100.0,0.0
10371,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
10372,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10373,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,96.96969696969697,3.0303030303030303,96.875,3.125,100.0,0.0
10374,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,100.0,0.0,96.875,3.125,93.93939393939394,6.0606060606060606
10376,130,119,11,91.53846153846152,8.461538461538462,84.375,15.625,100.0,0.0,84.375,15.625,96.96969696969697,3.0303030303030303
10377,130,125,5,96.15384615384616,3.8461538461538463,90.625,9.375,100.0,0.0,93.75,6.25,100.0,0.0
10397,130,122,8,93.84615384615384,6.153846153846154,90.625,9.375,100.0,0.0,84.375,15.625,100.0,0.0
10399,130,125,5,96.15384615384616,3.8461538461538463,96.875,3.125,100.0,0.0,96.875,3.125,90.9090909090909,9.090909090909092
10400,130,125,5,96.15384615384616,3.8461538461538463,90.625,9.375,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10401,130,129,1,99.23076923076924,0.7692307692307693,100.0,0.0,100.0,0.0,96.875,3.125,100.0,0.0
10404,130,130,0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
10406,130,122,8,93.84615384615384,6.153846153846154,84.375,15.625,93.93939393939394,6.0606060606060606,96.875,3.125,100.0,0.0
10407,130,126,4,96.92307692307692,3.076923076923077,90.625,9.375,100.0,0.0,96.875,3.125,100.0,0.0
10410,130,125,5,96.15384615384616,3.8461538461538463,93.75,6.25,100.0,0.0,90.625,9.375,100.0,0.0
10411,130,115,15,88.46153846153845,11.538461538461538,71.875,28.125,100.0,0.0,90.625,9.375,90.9090909090909,9.090909090909092
10412,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10413,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10414,130,124,6,95.3846153846154,4.615384615384616,100.0,0.0,100.0,0.0,90.625,9.375,90.9090909090909,9.090909090909092
10415,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,96.96969696969697,3.0303030303030303,100.0,0.0,96.96969696969697,3.0303030303030303
10416,130,125,5,96.15384615384616,3.8461538461538463,90.625,9.375,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10421,130,127,3,97.6923076923077,2.307692307692308,93.75,6.25,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10422,130,124,6,95.3846153846154,4.615384615384616,87.5,12.5,100.0,0.0,96.875,3.125,96.96969696969697,3.0303030303030303
10423,130,128,2,98.46153846153848,1.5384615384615383,96.875,3.125,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10424,130,126,4,96.92307692307692,3.076923076923077,96.875,3.125,96.96969696969697,3.0303030303030303,100.0,0.0,93.93939393939394,6.0606060606060606
10428,130,125,5,96.15384615384616,3.8461538461538463,90.625,9.375,96.96969696969697,3.0303030303030303,96.875,3.125,100.0,0.0
10429,130,116,14,89.23076923076924,10.76923076923077,81.25,18.75,93.93939393939394,6.0606060606060606,90.625,9.375,90.9090909090909,9.090909090909092
10430,130,118,12,90.76923076923076,9.230769230769232,87.5,12.5,90.9090909090909,9.090909090909092,100.0,0.0,84.84848484848484,15.151515151515152
10431,130,128,2,98.46153846153848,1.5384615384615383,100.0,0.0,100.0,0.0,93.75,6.25,100.0,0.0
10434,130,127,3,97.6923076923077,2.307692307692308,96.875,3.125,100.0,0.0,93.75,6.25,100.0,0.0
10435,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10436,130,124,6,95.3846153846154,4.615384615384616,84.375,15.625,100.0,0.0,100.0,0.0,96.96969696969697,3.0303030303030303
10437,130,129,1,99.23076923076924,0.7692307692307693,96.875,3.125,100.0,0.0,100.0,0.0,100.0,0.0
10440,130,122,8,93.84615384615384,6.153846153846154,81.25,18.75,100.0,0.0,100.0,0.0,93.93939393939394,6.0606060606060606
